frecuencia neg,frecuencia pos,palabra
20,50,portrayals
94,27,dracula
152,144,according
229,260,fit
2,2,pique
2,4,stomps
66,40,props
306,113,vampire
136,327,natural
206,43,vampires
1,1,bazillion
1230,966,said
210,300,recent
7,9,incarnations
895,144,crap
267,271,compared
46,48,bela
92,103,lugosi
601,287,silly
430,279,possibly
295,250,considering
780,524,writing
104,117,teenager
93,96,metal
13,31,ruled
81,90,trick
91,229,treat
162,230,element
58,80,rocks
282,361,features
2,8,skippy
1168,2032,family
45,59,ties
85,192,gene
14,70,simmons
78,93,kiss
7,18,ozzy
8,8,osbourne
25,19,preacher
33,34,backwards
3,10,vinyl
223,122,thats
939,864,use
24,46,records
109,201,eddie
4,7,rockstar
144,156,player
380,298,begin
619,369,scary
16,10,speakers
15,11,stereo
651,729,becomes
66,42,possessed
288,119,hoping
270,962,favorite
197,117,warning
554,445,possible
347,223,spoilers
3,2,ahhh
298,156,utterly
31,47,addicted
104,67,spoof
456,489,room
325,260,list
15,25,playful
9,15,kitsch
296,249,cartoon
15,17,stills
4,43,enchanting
0,1,peres
3,3,prez
0,2,prado
3,3,mambo
22,27,curiously
15,22,uncredited
8,5,grunts
7,11,unmistakable
206,332,familiar
222,169,names
30,24,kathy
0,2,najimi
336,309,plus
2,19,teri
1,18,hatcher
193,115,superman
4,7,imbued
185,74,shallow
3,8,injustices
9,4,flung
251,352,various
166,203,actresses
336,155,producers
22,24,daytime
1,5,peeking
55,52,careers
343,76,excuse
48,90,fashioned
12,48,delicious
72,50,farce
0,4,harling
17,28,penned
1,9,riotous
413,397,feels
48,83,gift
1628,2166,us
42,10,cliched
42,21,dim
0,1,drizzling
17,40,jealousy
5,33,celeste
1,6,talbert
58,76,sally
141,149,field
8,15,perennial
140,279,award
4,5,nicknamed
5,27,sweetheart
0,1,emmies
84,161,awards
44,40,introduce
88,105,sun
39,24,vain
32,94,fears
52,64,contrary
71,93,wins
0,7,overjoyed
96,160,genuine
50,61,thrill
123,179,adam
0,1,nguh
56,60,absence
26,13,justification
868,592,entire
52,76,instantly
2,8,neuroses
34,25,cries
6,3,screeches
1,1,wrings
318,314,hands
3,3,dresser
0,3,tawnee
196,220,constantly
1,3,waddling
31,52,unseen
35,42,fog
27,66,paranoia
8,5,indulges
230,207,taste
5,7,tammy
37,7,faye
70,85,baker
46,55,specifically
108,80,hired
16,13,rosie
2,4,schwartz
27,57,whoopi
53,70,goldberg
898,643,head
156,237,support
24,19,networks
43,32,freaks
121,225,offers
455,215,write
117,155,months
41,64,maggie
797,666,went
8,3,dalai
8,4,lama
23,59,doubts
112,210,moved
255,297,la
15,17,fernando
27,6,lamas
0,3,skewering
0,1,affronting
3,8,beefcake
20,8,lorenzo
547,810,son
76,50,aforementioned
1976,1384,d
3,6,economics
7,12,stein
11,11,ferris
5,6,bueller
2,1,deadeningly
145,115,calls
155,183,roll
108,201,pleasure
5,2,nitwit
132,210,hidden
166,161,member
167,208,include
5,6,garry
39,41,marshall
31,44,penny
229,168,million
36,63,command
47,58,decisions
584,526,says
232,234,likes
1,3,peppy
691,201,cheap
29,88,carrie
25,104,fisher
15,5,betsy
31,47,sharon
48,25,bitch
11,30,geoffrey
108,115,anderson
143,146,kevin
11,62,kline
6,11,yummy
80,74,dinner
474,353,theater
36,21,rescued
372,652,david
3,2,seaton
13,28,barnes
26,53,downey
21,8,canned
281,381,earlier
80,127,presents
60,62,logical
22,51,challenges
22,6,scriptwriters
46,28,rod
10,39,randall
1186,330,supposed
24,7,decapitated
441,316,somehow
20,58,difficulties
0,6,choo
95,177,washington
61,96,bridge
238,239,longer
49,46,shake
5,3,mascara
12,10,degenerates
46,25,stalker
54,64,rid
62,35,promised
56,89,hamlet
257,288,hold
137,82,promise
34,73,florida
7,11,argues
27,57,willie
0,3,loman
311,284,front
2,7,farts
160,118,eating
3,4,meatloaf
301,421,indeed
29,75,lifestyle
81,79,amongst
0,1,hocking
10,9,accidents
367,606,hilarious
179,132,suit
0,1,chafe
295,419,stage
378,282,forced
3,3,splat
3,3,cockroaches
7,5,crawled
21,33,shoe
4,2,pliers
1478,712,instead
134,144,broken
8,2,analog
293,149,channel
3,1,changer
30,9,surgeon
58,49,dating
16,43,laurie
54,64,craven
7,3,ingenue
14,18,shue
25,24,rounds
32,117,ensemble
156,89,stereotypes
9,25,smoothly
12,83,montana
4,9,moorehead
15,18,cathy
3,19,moriarty
5,12,impatient
288,261,waiting
108,127,rise
170,153,desperate
39,28,publicity
159,126,plots
89,61,succeed
52,52,settle
35,25,nerves
727,507,kill
30,22,fuzzy
40,104,lovable
0,1,farcically
14,9,malicious
1434,1071,believe
3,6,sighted
49,44,reads
48,32,glasses
618,934,live
4,1,teleprompter
5,23,stitches
114,53,stomach
8,3,heaving
14,15,pouring
393,304,free
43,47,demand
0,11,soapdish
3,10,unmissable
179,149,deliver
1,6,amply
38,129,crafted
578,733,humor
100,98,draw
27,19,blazing
19,5,saddles
1,12,uproarious
0,1,apoplexy
316,208,value
407,263,otherwise
3,6,dissimilar
11,8,weep
97,109,source
1417,1213,anyone
24,33,addiction
440,559,king
34,45,masks
460,603,told
16,12,pits
6,8,familial
35,55,gender
8,14,preference
595,1001,human
3,19,companionship
61,127,china
2,4,floods
278,390,meet
9,72,wang
38,81,elderly
306,393,street
43,60,performer
135,133,talents
57,137,magical
124,163,capture
27,74,awe
83,127,witness
10,22,operatic
25,43,befriends
32,43,invites
73,94,join
322,398,learn
58,104,tradition
71,181,allows
256,164,pass
74,101,learning
2,1,childless
18,25,encouraged
14,22,heir
152,316,magic
172,87,advice
1,7,purchases
13,23,fulfill
40,40,legacy
78,59,teach
2,14,doggie
119,114,ancient
557,736,art
16,12,silk
83,157,discovers
26,45,threatens
163,151,dying
14,14,invariably
10,47,absorbing
2,14,serene
9,19,costuming
5,3,summarily
104,162,international
904,991,help
29,36,inspire
902,1009,fan
5,9,verite
561,550,heard
327,126,honestly
121,364,awesome
308,212,concept
119,229,inspired
8,17,columbine
84,48,killings
108,137,killers
21,50,weaknesses
16,14,detracts
100,179,realism
50,30,shaky
1061,717,camera
32,22,distraction
1,13,coccio
278,252,credit
787,587,laugh
253,183,loud
53,53,classes
41,35,beverly
0,4,milks
12,6,zip
107,134,code
1388,1518,since
10,6,granny
13,22,jed
8,7,clampett
34,57,centers
0,1,chauffers
214,170,bed
12,17,employer
207,238,sexy
0,3,bisset
1,22,woronov
1,9,manuel
366,244,pay
22,35,debt
154,83,asian
232,189,gang
12,31,raunchy
297,290,fairly
120,187,physical
180,261,humour
48,56,beneath
86,106,surface
0,11,bartel
10,32,sensual
1,2,oder
509,475,ends
4,8,teenaged
19,46,niece
6,14,missionary
83,129,africa
10,45,demille
5,8,frederic
34,69,march
204,426,brings
198,286,starring
9,6,yul
11,6,brynner
48,99,andrew
24,32,stroke
149,303,genius
78,137,tend
174,237,places
0,5,flashpoint
36,20,jenna
20,14,jameson
57,118,brad
24,40,armstrong
94,110,previously
139,130,concerned
0,3,dreamquest
732,397,except
33,26,asia
2,6,carrera
115,113,capable
0,1,felecia
29,28,stephanie
11,26,swift
126,298,lovely
30,68,disappoint
189,321,adult
254,219,aside
735,637,direction
2,2,makeups
142,163,technical
194,193,bar
10,14,jeanette
22,29,macdonald
79,73,nelson
26,10,eddy
360,569,modern
367,625,musical
6,32,showcases
55,53,abilities
63,145,surreal
23,20,fashions
8,13,vogue
360,489,eye
37,34,popping
185,233,costumes
778,542,b
104,159,w
443,367,add
8,15,dreamlike
5,2,enliven
4,9,twinkle
94,108,highlight
1,3,jitterbug
1,9,binnie
523,421,huge
8,34,everett
5,11,horton
0,1,reginal
49,38,owen
9,15,mona
0,1,maris
0,9,dumbrille
110,144,anne
0,1,jeffreys
55,60,extended
19,56,esther
8,23,dale
0,1,almira
19,15,sessions
0,1,hayle
5,26,gertrude
39,149,hoffman
0,1,rafaela
0,1,ottiano
1,2,odette
0,1,myrtile
23,38,cecil
10,47,cunningham
11,13,vamp
20,35,routines
5,36,marcus
11,10,browsing
2,13,hastings
55,47,urge
32,46,stumbled
1312,731,idea
65,183,spectacular
57,79,thumbs
1126,925,shot
329,310,quickly
118,85,ruin
5,9,bouncy
6,23,cassandra
10,27,peterson
31,24,alter
73,55,ego
22,131,elvira
24,64,mistress
147,144,heroine
20,18,gravity
9,7,defying
30,11,boobs
20,32,anxious
77,87,raise
329,335,open
33,29,las
52,43,vegas
263,283,decides
166,107,hopes
0,6,fallwell
6,8,massachusetts
421,488,due
0,11,cookbook
18,42,residents
111,176,mixed
55,81,reactions
106,92,teens
40,68,lust
3,5,pillars
124,166,community
2479,252,worst
124,211,uncle
57,88,vincent
95,180,morgan
7,14,sheppard
11,27,spells
3,9,warlock
287,135,k
433,368,using
1,3,endowments
3,5,sexiness
483,140,joke
33,43,tomorrow
348,427,showing
175,116,heads
0,107,edie
0,6,mcclurg
5,6,chastity
2,5,pariah
12,22,hardest
789,175,ridiculous
11,19,picnic
356,1241,perfect
744,629,example
17,13,peek
126,189,rarely
62,123,rings
13,4,trainspotting
4,18,occurrence
63,162,louis
0,9,sachar
662,739,beginning
37,46,masses
61,56,sticks
350,433,elements
159,475,unique
174,193,mix
48,134,mature
159,217,adults
66,86,alike
409,460,bring
34,52,enthusiasm
37,18,overboard
529,598,matter
241,84,cgi
175,204,image
241,126,holes
53,63,birds
390,573,view
1,12,breathes
0,8,technicolour
20,17,transitions
26,45,steady
159,278,twists
8,12,nonstop
223,187,finish
215,224,added
221,184,speaking
100,106,liners
181,225,smart
0,1,unpatronising
108,181,smile
123,276,cry
5,9,tug
3,9,heartstrings
372,441,haven
79,86,fallen
48,58,punk
16,16,rocker
42,58,link
147,168,extra
40,69,jazz
606,827,overall
371,392,buy
6,17,centres
173,238,contains
53,46,chorus
4,2,plugging
73,256,favourite
431,408,giving
531,317,review
35,69,instant
28,29,romeo
14,27,division
39,85,spring
115,134,reaction
20,68,viewings
77,130,provided
10,77,masterful
11,14,singular
541,615,voice
20,18,echo
0,1,annuls
88,262,provides
23,100,splendid
9,25,palette
3,14,helmer
2,1,jp
0,3,sarro
221,319,uses
16,40,establish
6,24,canvas
1,1,paintbrush
137,276,ride
0,5,envelops
79,178,traditional
71,108,format
3,21,accustomed
12,11,dives
84,236,deeply
26,47,betrayal
296,259,revenge
41,93,importance
255,408,dream
126,133,core
118,200,epic
4,8,undertaking
0,7,scribe
149,160,tim
8,36,sheridan
6,43,precise
183,183,direct
189,221,presence
72,66,charisma
43,24,vanessa
52,131,reveals
2,4,coalition
330,270,villain
33,136,chilling
42,62,endings
858,858,next
6,4,towne
318,400,note
20,46,feat
74,97,praise
261,323,scott
0,6,shipley
45,40,creativity
325,186,walk
18,17,bruckheimer
47,41,witnessed
130,215,detail
16,41,combines
153,208,creative
60,102,arrives
44,47,desired
14,24,groundbreaking
59,68,importantly
67,182,ages
0,17,hewlett
69,100,miller
17,28,spoiling
372,272,directing
558,389,shots
1556,168,awful
1,1,stereoscopic
143,127,whenever
418,159,flat
129,76,deaths
151,26,suck
95,89,buying
15,15,download
96,91,lifetime
216,339,caught
282,656,episodes
18,27,cancelled
38,87,abc
465,339,storyline
405,790,city
43,35,bridget
6,6,moynahan
32,80,todd
33,31,jared
75,82,jay
13,5,hernandez
56,9,carlito
431,516,power
27,32,erika
12,24,christensen
1,1,swimfan
5,6,propel
17,14,wb
223,550,season
22,41,sometime
24,29,meantime
53,59,website
5,11,southwest
86,83,headed
22,30,gloria
10,1,reuben
30,16,chewing
38,104,glover
29,57,nyc
373,272,sounds
43,135,fabulous
4,6,whirl
11,23,rehearsal
11,6,mounting
556,370,word
13,14,exhibits
50,61,rage
21,30,suspicion
119,221,games
42,82,accomplished
82,80,replaced
171,113,soap
198,198,opera
136,132,bigger
10,23,crowds
66,67,eyed
448,207,monster
87,212,nicely
583,1238,performances
144,174,commentary
43,29,deleted
63,83,host
60,53,anyways
46,91,striking
73,132,peace
12,18,neighbours
59,65,outrageous
73,131,adventures
101,143,halloween
201,231,mood
612,365,jokes
18,54,renaissance
182,205,twice
118,79,matrix
10,10,ai
0,1,terrfic
0,1,slightyly
19,34,cooking
25,89,builds
561,472,interest
30,60,complexity
1,4,subvert
25,33,expectation
63,33,cliche
114,149,locations
42,154,gritty
3,20,antidote
126,113,commercial
0,3,imperatives
46,62,hbo
53,51,notion
118,243,relationships
35,62,treats
1,3,compassionately
69,99,notable
215,268,steve
5,23,buscemi
19,33,rosario
43,87,dawson
110,68,forgot
921,683,name
109,264,arthur
21,41,bach
27,18,stumble
4,2,stammer
6,10,memorized
87,115,weeks
6,3,tickled
20,45,dudley
106,121,moore
74,155,portrays
5,28,liza
5,8,minelli
557,720,side
134,130,kick
63,70,fianc
80,108,conversation
37,49,butler
90,96,susan
21,14,spitting
839,546,care
400,318,wait
59,81,library
186,187,followed
13,13,reply
58,56,bathroom
0,1,newmail
0,2,notification
294,174,computer
19,13,showtime
16,5,cinemax
149,170,mid
1,3,subscribed
45,41,channels
279,220,bizarre
101,290,fascinating
99,168,discovered
2,3,arliss
94,166,howard
85,99,blown
238,220,bought
18,54,wilder
2,8,napalm
353,283,girlfriend
109,243,impressed
37,76,affected
45,67,dynamic
22,31,fluid
4,25,complexities
12,12,cleverness
51,64,movements
8,6,gel
210,324,intelligent
26,54,immediate
204,208,cinematic
5,4,ambivalent
74,171,strength
191,136,intelligence
1874,1075,anything
15,37,debra
6,22,winger
14,26,manic
10,24,glee
133,338,charming
382,605,reality
652,386,wonder
135,169,wedding
0,1,anniversaries
618,466,stop
65,111,dennis
22,53,quaid
72,35,clown
0,1,sneakily
4,3,angled
44,55,displayed
34,38,selection
2,1,bloomed
93,91,delivery
244,318,pure
18,4,slit
34,26,span
70,74,hiding
6,8,flicker
95,51,lying
7,9,unleash
5,27,mischievous
148,259,charm
20,13,diabolical
23,18,weirdness
137,104,insane
38,24,internal
10,8,gunslinger
52,41,square
43,26,offs
13,29,darkly
173,168,fashion
162,155,energy
102,79,hip
161,195,imagination
0,2,agility
37,50,parties
14,4,funded
81,59,expensive
34,75,conventional
150,220,system
193,246,thank
28,28,slip
44,34,awhile
4,1,glo
151,122,bright
13,24,carnival
62,137,colors
15,15,warped
17,18,truthful
4,35,enthralling
8,10,grosse
5,10,pointe
82,40,blank
26,25,compliment
382,553,country
181,164,industry
25,18,sane
115,216,artist
888,422,guess
1,20,hundstage
69,23,lowest
6,16,austria
220,454,society
56,51,disturbed
368,295,weird
33,21,hateful
55,49,afford
24,30,tuned
163,116,cars
49,56,houses
439,487,strange
24,28,viewpoint
44,25,disgusted
884,652,piece
4,5,tumor
115,169,creating
72,159,rules
272,180,nobody
66,32,cave
194,177,park
135,114,standing
63,90,corner
1,2,queuing
74,84,em
25,22,disco
520,475,exactly
161,286,knowing
2,10,richest
54,97,countries
265,89,ugly
34,56,persons
64,91,riding
62,32,destroying
54,62,folk
126,110,built
7,13,pessimistic
8,19,altering
154,142,moon
233,240,meaning
1,10,bloch
15,32,novelist
51,73,spooky
142,206,becoming
117,118,obsessed
32,17,resembling
599,721,child
16,29,chloe
2,18,franks
0,1,petwee
42,152,pitt
39,18,cape
278,303,cute
36,106,terrifying
8,9,pleasurable
63,143,touches
17,22,lions
31,38,gate
742,578,sound
49,97,aired
49,42,survived
186,136,plane
107,94,crash
47,57,surviving
22,53,amazon
6,15,narrates
13,47,vividly
49,103,bugs
115,97,skin
258,317,copy
9,24,email
0,1,horsecoach
82,48,hire
0,3,hotmail
81,137,com
136,126,curious
7,15,attain
10,7,thanksgiving
424,462,problems
2,6,impacted
172,300,thanks
58,42,advance
1082,882,read
1391,247,terrible
81,90,prepared
252,116,confusing
62,14,muddled
172,42,horribly
74,38,merit
15,13,accusations
326,117,nowhere
418,406,near
86,73,horrific
10,8,programmer
10,21,aspirations
79,57,attempted
332,159,slasher
175,175,ms
7,5,barbeau
42,52,miracle
27,44,behold
42,121,carries
13,9,squarely
31,47,shoulders
10,5,unholy
11,13,collapses
71,68,weight
30,37,ambition
45,25,unexplained
40,47,subplots
0,2,coexist
7,5,loopholes
226,316,created
101,145,travel
25,23,addressed
407,494,knows
21,30,ma
178,176,beat
37,64,traveling
432,382,points
100,67,term
11,23,bravery
35,113,courage
174,176,extreme
19,61,loyalty
1481,416,poor
0,8,olan
79,83,sold
6,10,uncaring
99,155,learned
172,335,appreciate
50,44,pearl
6,22,luise
5,29,rainer
588,631,actress
0,1,zigfield
513,420,talent
54,50,exotic
860,1448,shows
729,522,act
6,10,erased
31,94,shy
7,16,timid
75,135,inner
76,95,convey
0,2,looters
621,325,saying
299,598,paul
10,30,muni
30,21,likeable
154,418,sweet
42,57,dedicated
1102,1011,special
196,549,greatest
422,699,age
43,75,explore
21,39,clash
37,46,eastern
148,237,born
4,4,westernized
12,43,cultures
33,29,tokyo
499,497,sad
39,40,inability
2,14,opposites
52,17,attract
73,111,cultural
43,72,differences
371,505,rock
138,210,n
25,27,fanatic
21,47,marries
8,5,kyoto
299,415,japanese
85,131,united
142,193,states
3,6,visa
1,5,expires
10,25,temporary
8,14,gains
43,44,legal
81,101,status
51,57,liking
6,7,urging
10,3,dumping
8,7,commitments
49,86,hearts
17,37,strict
17,20,upbringing
2,2,homesick
109,183,japan
1491,848,someone
257,180,thinks
311,277,expecting
1,1,nother
20,8,techno
15,13,nintendo
180,150,picked
153,194,reminded
391,371,check
129,145,singer
31,46,joins
344,181,cover
245,284,band
12,16,listener
84,172,identity
389,367,doubt
130,171,intriguing
0,2,fireside
248,236,ghost
46,93,complaint
164,131,pacing
139,109,awkward
17,41,deliberate
430,320,kept
26,47,realm
40,67,possibility
27,2,plods
37,32,flashy
15,20,shattering
13,21,revelations
27,57,showdown
129,191,heaven
73,74,zone
1,21,reservations
221,183,expectations
4,8,conventionally
149,195,williams
78,354,terrific
79,26,generic
5,19,everyman
3,4,avatar
21,39,toni
14,42,collette
53,169,nominated
184,155,shouldn
201,290,win
187,179,content
232,185,surely
152,147,twenty
23,14,percent
501,561,coming
9,32,reese
5,30,witherspoon
34,37,outing
119,257,fresh
4,1,scrubbed
3,4,tween
59,78,slight
0,1,stringy
30,31,undeniably
34,27,gained
236,262,respect
65,85,perform
186,232,thus
134,374,portrayal
53,74,persona
160,222,lived
345,474,red
96,66,hood
6,16,kiefer
58,102,sutherland
42,40,assumed
138,30,bat
12,42,cuban
8,30,sleeper
1,17,sailing
41,68,cuba
248,352,western
12,13,caribbean
165,245,details
69,119,revolution
354,182,spent
16,15,socialist
17,27,regime
43,44,property
9,18,arise
70,165,relate
326,554,tells
1348,856,effects
113,87,mistakes
7,19,triumphs
1,2,annually
311,490,surprised
394,385,comments
32,44,posters
27,24,stating
227,430,jane
25,188,powell
546,578,type
2,56,deanna
2,34,durbin
11,67,sopranos
0,3,pasternak
51,21,indication
11,33,polar
1,9,impulsive
348,535,miss
0,5,fixit
2,7,setbacks
246,337,manages
12,35,reunite
27,33,divorced
142,68,semi
41,133,daughters
36,27,destroys
18,8,stepfather
9,42,jose
1,53,iturbi
122,178,accept
90,85,arms
7,5,rejecting
5,13,disparate
125,82,qualities
2,6,permeate
68,82,performers
28,9,shrill
4,4,emphatic
11,7,readings
13,47,energetic
615,570,self
21,49,confident
1,4,effervescent
187,223,manner
28,56,performs
12,26,subdued
19,82,tender
53,78,projects
95,97,prior
139,196,professional
21,13,consisted
29,21,exclusively
22,44,vocal
7,5,instruction
1,6,publicized
97,120,universal
14,10,impossibly
4,9,stressful
6,21,novice
44,66,ease
2,12,assurance
49,65,displays
45,57,developing
90,102,experienced
6,19,contemporaries
26,34,garland
27,60,rooney
401,500,o
26,32,connor
28,145,extraordinary
32,70,immensely
152,230,likable
8,22,tempered
0,2,impulsiveness
10,4,coy
22,16,arch
8,9,afflicted
69,71,wake
219,366,success
197,323,singing
656,601,hand
4,16,lyric
9,42,soprano
66,243,remarkable
26,78,glorious
11,18,instrument
303,189,project
0,4,affectation
0,1,grandnes
0,2,afflict
34,45,singers
